SYSNAME,SUBSTRATE,PRODUCT,bin,OxidativeHalf,ReductionHalf
"urate,NADH:oxygen oxidoreductase (5-hydroxyisourate forming)","['H+', 'H+ [CPD:C00080];', 'NADH', 'NADH [CPD:C00004];', 'NADPH', 'O2', 'O2 [CPD:C00007]', 'more', 'urate', 'urate [CPD:C00366];']","['5-hydroxyisourate', '5-hydroxyisourate [CPD:C11821];', '?', 'H2O', 'H2O [CPD:C00001]', 'NAD+', 'NAD+ [CPD:C00003];', 'NADP+']",0,0,0
ATP:FMN adenylyltransferase,"['ATP [CPD:C00002];', 'FMN [CPD:C00061]']","['diphosphate [CPD:C00013];', 'FAD [CPD:C00016]']",0,0,0
4-hydroxybenzoate:holo-[4-hydroxyphenylalkanoate synthase] ligase (AMP-forming),"['ATP [CPD:C00002];', '4-hydroxybenzoate [CPD:C00156];', 'holo-[4-hydroxyphenylalkanoate synthase];', '4-hydroxybenzoyl-adenylate [CPD:C21497]']","['AMP [CPD:C00020];', 'diphosphate [CPD:C00013];', '4-hydroxybenzoyl-[4-hydroxyphenylalkanoate synthase];', '4-hydroxybenzoyl-adenylate [CPD:C21497]']",0,0,0
4'-demethylrebeccamycin D-glucose-lyase,"[""4'-O-demethylrebeccamycin [CPD:C19700];"", 'H2O [CPD:C00001]']","['dichloroarcyriaflavin A [CPD:C19699];', 'beta-D-glucose [CPD:C00221]']",0,0,0
"methanesulfonate,FMNH2:oxygen oxidoreductase","['2 FMNH2', '2 O2', 'FMNH2', 'FMNH2 [CPD:C01847];', 'O2', 'O2 [CPD:C00007]', 'ethanesulfonate', 'isethionate', 'methanesulfonate', 'methanesulfonate [CPD:C11145];', 'more', 'morpholinepropanesulfonic acid', 'pentanesulfonate', ""piperazine-N,N'-bis(2-ethanesulfonic acid)""]","['2 FMN', '2 H2O', '2 sulfite', ""2,2'-piperazine-1,4-diyldiacetaldehyde"", '3-(morpholin-4-yl)propanal', '?', 'FMN', 'FMN [CPD:C00061];', 'H2O', 'H2O [CPD:C00001]', 'acetaldehyde', 'formaldehyde', 'formaldehyde [CPD:C00067];', 'hydroxyacetaldehyde', 'pentanal', 'sulfite', 'sulfite [CPD:C00094];']",0,0,0
flavin:NAD+ oxidoreductase,"['reduced flavin [CPD:C19790];', 'NAD+ [CPD:C00003]']","['flavin [CPD:C00176];', 'NADH [CPD:C00004];', 'H+ [CPD:C00080]']",0,0,0
riboflavin:NAD(P)+ oxidoreductase,"['reduced riboflavin [CPD:C01007];', 'NAD+ [CPD:C00003];', 'NADP+ [CPD:C00006]']","['riboflavin [CPD:C00255];', 'NADH [CPD:C00004];', 'NADPH [CPD:C00005];', 'H+ [CPD:C00080]']",0,0,0
,,,0,0,0
"N,N,N-trimethylamine,NADPH:oxygen oxidoreductase (N-oxide-forming)","['10-[(N,N-dimethylaminopentyl)]-2-(trifluoromethylphenothiazine)', '3-dimethylaminopropan-1-ol', '3-dimethylaminopropan-2-ol', '5-{[3-(dimethylamino)propyl]amino}-8-hydroxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one', '5-{[3-(dimethylamino)propyl]amino}-8-methoxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one', 'DMSO', 'H+', 'H+ [CPD:C00080];', 'N,N,N-trimethylamine', 'N,N,N-trimethylamine;', 'N,N-dimethyl-2-chloroethylamine', 'N,N-dimethylamine', 'N,N-dimethylaniline', 'N,N-dimethylbutylamine', 'N,N-dimethylethanolamine', 'N,N-dimethylethylenediamine', 'N,N-dimethylpropylenediamine', 'NADH', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'benzydamine', 'cysteamine', 'danusertib', 'diethylmethylamine', 'dimethylaniline', 'dimethylsulfide', 'ethionamide', 'ethyldimethylamine', 'methimazole', 'methyl 4-tolyl sulfide', 'more', 'sulindac sulfide', 'tozasertib', 'triethylamine', 'tyramine']","['5-{[3-(dimethylnitroryl)propyl]amino}-8-hydroxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one', '5-{[3-(dimethylnitroryl)propyl]amino}-8-methoxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one', '?', 'H2O', 'H2O [CPD:C00001]', 'N,N,N-trimethylamine N-oxide', 'N,N,N-trimethylamine N-oxide;', 'N,N-dimethylamine N-oxide', 'N,N-dimethylaniline N-oxide', 'N,N-dimethylbutylamine N-oxide', 'NAD+', 'NADP+', 'NADP+ [CPD:C00006];', 'benzydamine N-oxide', 'danusertib N-oxide', 'ethionamide S-oxide', 'methimazole N-oxide', 'methyl 4-tolyl sulfoxide', 'sulindac', 'tozasertib N-oxide']",0,0,0
"3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate:CoA ligase (AMP-forming)","['ATP [CPD:C00002];', '3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate [CPD:C20199];', 'CoA [CPD:C00010]']","['AMP [CPD:C00020];', 'diphosphate [CPD:C00013];', '3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA [CPD:C20838]']",0,0,0
FAD nucleotidohydrolase,"['FAD [CPD:C00016];', 'H2O [CPD:C00001]']","['AMP [CPD:C00020];', 'FMN [CPD:C00061]']",0,0,0
"acyl-CoA,ferrocytochrome b5:oxygen oxidoreductase (6,7 cis-dehydrogenating)","['(9Z,12Z,15Z,18Z,21Z)-tetracosa-9,12,15,18,21-pentaenoic acid', '2 H+', '2 ferrocytochrome b5', '24-carbon fatty acid', 'AH2', 'H+', 'H+ [CPD:C00080];', 'O2', 'O2 [CPD:C00007];', 'alpha-linolenic acid', 'alpha-linolenoyl-CoA', 'alpha-linolenoyl-CoA [CPD:C16162]', 'alpha-linoleoyl-CoA', 'ferrocytochrome b5', 'ferrocytochrome b5 [CPD:C00999];', 'gamma-linoleic acid', 'gamma-linolenic acid', 'gamma-linolenic acid methyl ester', 'heptadec-9-enoic acid', 'linoleic acid', 'linolenic acid', 'linoleoyl phosphatidylcholine', 'linoleoyl-CoA', 'linoleoyl-CoA [CPD:C02050];', 'monogalactosydiacylglycerol', 'more', 'octadec-9,12-dienoic acid', 'octadec-9-enoic acid', 'octadeca-9,12-dienoic acid', 'octadecanoate', 'oleic acid', 'palmitate', 'palmitic acid', 'palmitoyl-[acyl-carrier protein]', 'reduced acceptor', 'stearoyl-[acyl-carrier protein]']","['(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoic acid', '(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosa-6,9,12,15,18,21-hexaenoic acid', '2 H2O', '2 ferricytochrome b5', '6-hexadecenoyl-[acyl-carrier protein]', '6-octadecenoyl-[acyl-carrier protein]', '9-octadecenoyl-[acyl-carrier protein]acceptor', '?', 'A', 'H2O', 'H2O [CPD:C00001];', 'acceptor', 'arachidonic acid', 'cis-6,9,12,15-octadecatetraenoic acid', 'ferricytochrome b5', 'ferricytochrome b5 [CPD:C00996];', 'gamma-linoleic acid', 'gamma-linolenic acid', 'gamma-linolenoyl-CoA', 'gamma-linolenoyl-CoA [CPD:C03035];', 'gamma-linolenoylphosphatidylcholine', 'heptadec-6,9-dienoic acid', 'hexadec-6-enoic acid', 'octadec-6,9,12,15-tetraenoic acid', 'octadec-6,9,12-trienoic acid', 'octadec-6,9-dienoic acid', 'octadeca-6,9,12,15-tetraenoic acid', 'octadecatetraenoic acid', 'sapienate', 'stearidonic acid', 'stearidonoyl-CoA', 'stearidonoyl-CoA [CPD:C16163]']",0,0,0
"1-acyl-2-palmitoyl-[glycerolipid],ferredoxin:oxygen oxidoreductase (7,8-cis-dehydrogenating)","['1-acyl-2-palmitoyl-[glycerolipid]', '1-acyl-2-palmitoyl-[glycerolipid];', 'H+', 'H+ [CPD:C00080]', 'O2', 'O2 [CPD:C00007];', 'reduced ferredoxin [iron-sulfur] cluster', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138];']","['1-acyl-2-[(7Z)-hexadec-7-enoyl]-[glycerolipid]', '1-acyl-2-[(7Z)-hexadec-7-enoyl]-[glycerolipid];', 'H2O', 'H2O [CPD:C00001]', 'oxidized ferredoxin [iron-sulfur] cluster', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139];']",0,0,0
D-glucose:quinone 1-oxidoreductase,"['1,4-benzoquinone', '2,6-dichloroindophenol', '2,6-dichlorophenol indophenol', '2,6-dichlorophenolindophenol', '2-deoxy-D-glucose', 'D-galactose', 'D-glucose', 'D-glucose [CPD:C00031];', 'D-lactose', 'D-maltose', 'D-mannose', 'D-raffinose', 'D-xylose', 'Fe(CN)63-', 'L-arabinose', 'L-rhamnose', 'a quinone', 'acceptor', 'alpha,alpha-trehalose', 'beta-D-glucose', 'cellobiose', 'coenzyme Q1', 'ferricenium hexafluorophosphate', 'ferricenium ion', 'ferricyanide', 'fructose', 'glutamine', 'maltose', 'maltotetraose', 'maltotriose', 'mannose', 'menadione', 'more', 'oxidized 2,6-dichlorophenol indophenol', 'phenazine methosulfate', 'quinone [CPD:C15602]', 'tetramethyl-p-phenylenediamine', 'trehalose']","['1,4-benzoquinol', '2,6-dichlorophenolindophenol', '2-deoxy-D-glucono-1,5-lactone', '?', 'D-galactono-1,5-lactone', 'D-gluconic acid', 'D-glucono-1,5-lactone', 'D-glucono-1,5-lactone [CPD:C00198];', 'D-lactono-1,5-lactone', 'D-manno-1,5-lactone', 'D-xylono-1,5-lactone', 'Fe(CN)64-', 'L-arabinono-1,5-lactone', 'L-rhamnone-1,5-lactone', 'a quinol', 'a reduced quinol', 'ferrocenium hexafluorophosphate', 'ferrocenium ion', 'ferrocyanide', 'maltono-1,5-lactone', 'maltotetraono-1,5-lactone', 'maltotriono-1,5-lactone', 'mannono-1,5-lactone', 'menadiol', 'quinol [CPD:C15603]', 'reduced 2,6-dichlorophenol indophenol', 'reduced 2,6-dichlorophenolindophenol', 'reduced acceptor', 'reduced coenzyme Q1', 'reduced phenazine methosulfate', 'reduced tetramethyl-p-phenylenediamine']",0,0,0
"methanesulfonate,NADH:oxygen oxidoreductase","['CH3SO3-', 'H+', 'H+ [CPD:C00080];', 'NADH', 'NADH [CPD:C00004];', 'O2', 'O2 [CPD:C00007]', 'methanesulfonate', 'methanesulfonate [CPD:C11145];']","['?', 'H2O', 'H2O [CPD:C00001]', 'HSO3-', 'NAD+', 'NAD+ [CPD:C00003];', 'formaldehyde', 'formaldehyde [CPD:C00067];', 'sulfite', 'sulfite [CPD:C00094];']",0,0,0
FMNH2:NADP+ oxidoreductase,"['FMNH2 [CPD:C01847];', 'NADP+ [CPD:C00006]']","['FMN [CPD:C00061];', 'NADPH [CPD:C00005];', 'H+ [CPD:C00080]']",0,0,0
"albendazole,NADPH:oxygen oxidoreductase (sulfoxide-forming)","['2 H+', '2 NADPH', '2 O2', '2 albendazole', 'H+', 'H+ [CPD:C00080];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'albendazole', 'albendazole [CPD:C01779];', 'more']","['(+)-albendazole S-oxide', '(+)-albendazole s-oxide', '(-)-albendazole s-oxide', '2 H2O', '2 NADP+', '?', 'H2O', 'H2O [CPD:C00001]', 'NADP+', 'NADP+ [CPD:C00006];', 'albendazole S-oxide', 'albendazole S-oxide [CPD:C02809];']",0,0,0
"Delta7 acyl-lipid,ferrocytochrome b5:oxygen oxidoreductase (4,5 cis-dehydrogenating)","['(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl-[glycerolipid]', '(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl-[glycerolipid];', '2 H+', '2 ferrocytochrome b5', '22:4 DELTA7,10,13,16-docosatetraenoic acid', '22:5 DELTA7,10,13,16,19-docosapentaenoic acid', 'H+ [CPD:C00080];', 'O2', 'O2 [CPD:C00007];', 'a (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl-[glycerolipid]', 'a (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl-[glycerolipid]', 'docosa-7,10,13,16,19-pentaenoic acid', 'docosa-7,10,13,16-tetraenoic acid', 'ferrocytochrome b5 [CPD:C00999];', 'more']","['(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl-[glycerolipid]', '(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl-[glycerolipid];', '2 H2O', '2 ferricytochrome b5', '22:5 DELTA4,7,10,13,16-docosapentaenoic acid', '22:6 DELTA4,7,10,13,16,19-docosahexaenoic acid', '?', 'H2O [CPD:C00001];', 'a (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl-[glycerolipid]', 'a (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl-[glycerolipid]', 'docosa-4,7,10,13,16,19-hexaenoic acid', 'docosa-4,7,10,13,16-pentaenoic acid', 'ferricytochrome b5', 'ferricytochrome b5 [CPD:C00996];']",0,0,0
ATP:[protein]-L-tyrosine O-phosphotransferase (non-specific),"['ATP [CPD:C00002];', '[protein]-L-tyrosine [CPD:C00585]']","['ADP [CPD:C00008];', '[protein]-L-tyrosine phosphate [CPD:C01167]']",0,0,0
reduced coenzyme F420:NADP+ oxidoreductase,"['reduced coenzyme F420 [CPD:C01080];', 'NADP+ [CPD:C00006]']","['oxidized coenzyme F420 [CPD:C00876];', 'NADPH [CPD:C00005];', 'H+ [CPD:C00080]']",0,0,0
"S-adenosyl-L-methionine:1,6-didemethyltoxoflavin N1,N6-dimethyltransferase (toxoflavin-forming)","['S-adenosyl-L-methionine [CPD:C00019];', '1,6-didemethyltoxoflavin [CPD:C21956];', 'reumycin [CPD:C21957]']","['S-adenosyl-L-homocysteine [CPD:C00021];', 'reumycin [CPD:C21957];', 'toxoflavine [CPD:C16789]']",0,0,0
"Delta9 acyl-lipid,ferrocytochrome b5:oxygen oxidoreductase (12,13 trans-dehydrogenating)","['2 H+', '2 ferrocytochrome b5', 'H+ [CPD:C00080];', 'O2', 'O2 [CPD:C00007];', 'an oleoyl-[glycerolipid]', 'ferrocytochrome b5 [CPD:C00999];', 'more', 'oleoyl-[glycerolipid];', 'palmitoleoyl-[glycerolipid]']","['(9Z,12E)-hexadeca-9,12-dienoyl-[glycerolipid]', '(9Z,12E)-octadeca-9,12-dienoyl-[glycerolipid];', '2 H2O', '2 ferricytochrome b5', '?', 'H2O [CPD:C00001];', 'a (9Z,12E)-octadeca-9,12-dienoyl-[glycerolipid]', 'ferricytochrome b5 [CPD:C00996];']",0,0,0
sn-glycerol 3-phosphate:quinone oxidoreductase,"['1-methyl-2-decyl-3,4-dimethoxybenzoquinone', '2,6-dichlorophenolindophenol', 'DL-glycerol 3-phosphate', 'a quinone', 'acceptor', 'coenzyme Q0', 'coenzyme Q1', 'coenzyme Q10', 'coenzyme Q2', 'coenzyme Q5', 'coenzyme Q6', 'decylubiquinone', 'duroquinone', 'ferricyanide', 'glycerol 3-phosphate', 'menadione', 'methylene blue', 'more', 'oxidized 2,6-dichlorophenolindophenol', 'oxidized coenzyme Q', 'phenazine methosulfate', 'quinone', 'quinone [CPD:C15602]', 'sn-glycerol 3-phosphate', 'sn-glycerol 3-phosphate [CPD:C00093];', 'ubiquinone', 'vitamin K3']","['?', 'a quinol', 'decylubiquinol', 'dihydroxyacetone phosphate', 'duroquinol', 'ferrocyanide', 'glycerone phosphate', 'glycerone phosphate [CPD:C00111];', 'quinol', 'quinol [CPD:C15603]', 'reduced 2,6-dichlorophenolindophenol', 'reduced 2,6-dichlorophenylindophenol', 'reduced acceptor', 'reduced coenzyme Q', 'reduced coenzyme Q0', 'reduced coenzyme Q1', 'reduced coenzyme Q10', 'reduced coenzyme Q2', 'reduced coenzyme Q5', 'reduced coenzyme Q6', 'reduced menadione', 'reduced methylene blue', 'reduced phenazine methosulfate', 'reduced vitamin K3', 'ubiquinol']",0,0,0
CTP:riboflavin 5'-phosphotransferase,"['CTP [CPD:C00063];', 'riboflavin [CPD:C00255]']","['CDP [CPD:C00112];', 'FMN [CPD:C00061]']",0,0,0
"4-hydroxyphenylacetate,FADH2:oxygen oxidoreductase (3-hydroxylating)","['2,4-dihydroxybenzoate', '2,5-dihydroxyphenylacetate', '2-phenylbutyric acid', '2-phenylpropionic acid', '3,4-dihydroxybenzoate', '3,4-dihydroxyphenylacetate', '3-(3,4-dihydroxyphenyl)-propanoic acid', '3-(4-hydroxyphenyl)-propanoic acid', '3-(4-hydroxyphenyl)propionate', '3-hydroxyphenylacetate', '4-aminobenzoate', '4-aminophenylacetate', '4-bromophenol', '4-chlorophenol', '4-coumaric acid', '4-fluorophenol', '4-fluorophenylacetate', '4-hydroxybenzoate', '4-hydroxyphenylacetate', '4-hydroxyphenylacetate [CPD:C00642];', '4-hydroxyphenylacetic acid', '4-hydroxyphenylethanol', '4-iodophenol', '?', 'FADH2', 'FADH2 [CPD:C01352];', 'FMNH', 'FMNH2', 'H+', 'H2', 'L-(3,4-dihydroxy)phenylalanine', 'L-tyrosine', 'NAD(P)H', 'NADH', 'NADPH', 'O2', 'O2 [CPD:C00007]', 'caffeic acid', 'catechol', 'coniferaldehyde', 'ferulic acid', 'more', 'octopamine', 'p-coumaric acid', 'p-cresol', 'phenol', 'phenylacetic acid', 'tyramine']","['3,4,5-trihydroxycinnamic acid', '3,4-dihydroxybenzoate', '3,4-dihydroxyphenylacetate', '3,4-dihydroxyphenylacetate [CPD:C01161];', '3,4-dihydroxyphenylacetic acid', '3,4-dihydroxyphenylethanol', '3,4-hydroxyphenylacetate', '3-(3,4,5-trihydroxyphenyl)-propanoic acid', '3-(3,4-dihydroxy)phenylpropionate', '3-(3,4-dihydroxyphenyl)-propanoic acid', '4-amino-3,5-dihydroxyphenylacetate', '4-amino-3-hydroxybenzoate', '4-amino-3-hydroxyphenylacetate', '4-bromocatechol', '4-chlorocatechol', '4-fluoro-3-hydroxyphenylacetate', '4-fluorocatechol', '4-iodocatechol', '5-hydroxyconiferaldehyde', '5-hydroxyferulic acid', '?', 'FAD', 'FAD [CPD:C00016];', 'FMN', 'H2O', 'H2O [CPD:C00001]', 'L-(3,4-dihydroxy)phenylalanine', 'NAD(P)+', 'NAD+', 'NADP+', 'caffeic acid', 'catechol', 'dopamine', 'norepinephrine']",0,0,0
"anthranilate,FADH2:oxygen oxidoreductase (3-hydroxylating)","['2-hydroxyphenylacetate', '4-hydroxyphenylacetate', 'FADH2', 'FADH2 [CPD:C01352];', 'O2', 'O2 [CPD:C00007]', 'anthranilate', 'anthranilate [CPD:C00108];', 'more', 'salicylate']","['3-hydroxyanthranilate', '3-hydroxyanthranilate [CPD:C00632];', '?', 'FAD', 'FAD [CPD:C00016];', 'H2O', 'H2O [CPD:C00001]']",0,0,0
"5,10-methylenetetrahydrofolate:tRNA (uracil54-C5)-methyltransferase","['5,10-methylenetetrahydrofolate [CPD:C00143];', 'uracil54 in tRNA;', 'NADH [CPD:C00004];', 'NADPH [CPD:C00005];', 'H+ [CPD:C00080]']","['tetrahydrofolate [CPD:C00101];', '5-methyluracil54 in tRNA;', 'NAD+ [CPD:C00003];', 'NADP+ [CPD:C00006]']",0,0,0
(S)-lactate:ferricytochrome-c 2-oxidoreductase,"['(S)-2-hydroxybutyrate', '(S)-2-hydroxyhexanoate', '(S)-2-hydroxyoctanoate', '(S)-2-hydroxyvalerate', '(S)-lactate', '(S)-lactate [CPD:C00186];', '(S)-mandelate', '(S)-phenyllactate', '2 H+', '2 ferricytochrome c', '2 ferrocytochrome c', '2 flavocytochrome b2', '2 potassium ferricyanide', 'K3[Fe(CN)6]', 'L-lactate', 'O2', 'cytochrome c', 'ferricyanide', 'ferricytochrome c', 'ferricytochrome c [CPD:C00125]', 'glycolate', 'more', 'phenyllactate', 'potassium ferricyanide', 'pyruvate']","['(S)-lactate', '2 H+', '2 ferricytochrome c', '2 ferrocytochrome c', '2 reduced potassium ferricyanide', '2-oxobutyrate', '2-oxohexanoate', '2-oxooctanoate', '2-oxovalerate', '?', 'H+', 'H+ [CPD:C00080]', 'ferrocyanide', 'ferrocytochrome c', 'ferrocytochrome c [CPD:C00126];', 'glyoxylate', 'hydroxy(phenyl)acetate', 'oxidized cytochrome c', 'phenylpyruvate', 'potassium ferrocyanide', 'pyruvate', 'pyruvate [CPD:C00022];', 'superoxide anion']",0,0,0
FMNH2:NAD+ oxidoreductase,"['FMNH2 [CPD:C01847];', 'NAD+ [CPD:C00003]']","['FMN [CPD:C00061];', 'NADH [CPD:C00004];', 'H+ [CPD:C00080]']",0,0,0
"[histone H3]-N6,N6-dimethyl-L-lysine4:acceptor oxidoreductase (demethylating)","['H2O [CPD:C00001];', '[histone H3]-N6,N6-dimethyl-L-lysine4;', '[histone H3]-N6-methyl-L-lysine4', 'acceptor [CPD:C00028];']","['[histone H3]-L-lysine4;', '[histone H3]-N6-methyl-L-lysine4', 'formaldehyde [CPD:C00067];', 'reduced acceptor [CPD:C00030];']",0,0,0
"1-acyl-2-oleoyl-sn-glycero-3-phosphocholine,ferrocytochrome-b5:oxygen oxidoreductase (12,13 cis-dehydrogenating)","['1,2-di-oleoyl-sn-glycero-3-phosphorylcholine', '1,2-dioleoylphosphatidylcholine', '1-acyl-2-oleoyl-sn-glycero-3-phosphocholine', '1-acyl-2-oleoyl-sn-glycero-3-phosphorylcholine', '1-palmitoyl-2-oleoyl phosphatidylcholine', '1-stearoyl-2-oleoyl phosphatidylcholine', '2 H+', '2 ferrocytochrome b5', '?', 'H+', 'H+ [CPD:C00080]', 'NAD+', 'O2', 'O2 [CPD:C00007];', 'ferrocytochrome b5', 'ferrocytochrome b5 [CPD:C00999];', 'more', 'oleoyl-[CoA]', 'oleoyl-[glycerolipid]', 'oleoyl-[glycerolipid];', 'oleoyl-phosphatidylcholine', 'palmitoyl-[glycerolipid]', 'phosphatidylcholine', 'reduced ferredoxin [iron-sulfur] cluster']","['1,2-di-linoleoyl-sn-glycero-3-phosphorylcholine', '1,2-linoleoylphosphatidylcholine', '1-acyl-2-linoleoyl-sn-glycero-3-phosphocholine', '1-acyl-2-linoleoyl-sn-glycero-3-phosphorylcholine', '1-palmitoyl-2-linoleoyl phosphatidylcholine', '1-stearoyl-2-linoleoyl phosphatidylcholine', '2 H2O', '2 ferricytochrome b5', '?', 'H2O', 'H2O [CPD:C00001]', 'NADH', 'ferricytochrome b5', 'ferricytochrome b5 [CPD:C00996];', 'hexadecadienoyl-[glycerolipid]', 'linoleoyl-[CoA]', 'linoleoyl-[glycerolipid]', 'linoleoyl-[glycerolipid] [CPD:C21529];', 'linoleoyl-phosphatidylcholine', 'oxidized ferredoxin [iron-sulfur] cluster']",0,0,0
medium-chain fatty acid:CoA ligase (AMP-forming),"['ATP [CPD:C00002];', 'medium-chain fatty acid [CPD:C21925];', 'CoA [CPD:C00010]']","['AMP [CPD:C00020];', 'diphosphate [CPD:C00013];', 'medium-chain acyl-CoA [CPD:C21926]']",0,0,0
aldehyde:acceptor oxidoreductase (FAD-independent),"['aldehyde [CPD:C00071];', 'H2O [CPD:C00001];', 'acceptor [CPD:C00028]']","['carboxylate [CPD:C00060];', 'reduced acceptor [CPD:C00030]']",0,0,0
"5,10-methylenetetrahydrofolate,FADH2:dUMP C-methyltransferase","['5,10-methylenetetrahydrofolate [CPD:C00143];', 'dUMP [CPD:C00365];', 'NADPH [CPD:C00005];', 'H+ [CPD:C00080]']","['dTMP [CPD:C00364];', 'tetrahydrofolate [CPD:C00101];', 'NADP+ [CPD:C00006]']",0,0,0
"alkanesulfonate,FMNH2:oxygen oxidoreductase","['1,3-dioxo-2-isoindolineethanesulfonic acid', '2-(4-pyridyl)ethanesulfonic acid', '4-phenyl-1-butanesulfonic acid', 'FMNH2', 'FMNH2 [CPD:C01847];', 'MOPS', 'N-phenyltaurine', 'O2', 'O2 [CPD:C00007]', 'PIPES', 'R-CH2-SO3H', 'alkanesulfonate [CPD:C15521];', 'an alkanesulfonate', 'an alkansulfonate', 'butanesulfonic acid', 'decanesulfonic acid', 'hexanesulfonic acid', 'more', 'octanesulfonate', 'octanesulfonic acid', 'pentanesulfonic acid']","['(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)acetaldehyd', '4-phenylbutanol', '?', 'FMN', 'FMN [CPD:C00061];', 'H2O', 'H2O [CPD:C00001]', 'R-CHO', 'aldehyde [CPD:C00071];', 'an aldehyde', 'anilinoacetaldehyde', 'butanal', 'decanal', 'hexanal', 'octanal', 'pentaldehyde', 'pyridin-4-ylacetaldehyde', 'sulfite', 'sulfite [CPD:C00094];']",0,0,0
amine:oxygen oxidoreductase (deaminating),"[""RCH2NHR' [CPD:C21299];"", 'H2O [CPD:C00001];', 'O2 [CPD:C00007]']","['RCHO [CPD:C00071];', ""R'NH2 [CPD:C21300];"", 'H2O2 [CPD:C00027]']",0,0,0
4-hydroxyphenylalkanoate:holo-[(phenol)carboxyphthiodiolenone synthase] ligase,"['ATP [CPD:C00002];', '17-(4-hydroxyphenyl)heptadecanoate [CPD:C21446];', 'holo-[(phenol)carboxyphthiodiolenone synthase];', '17-(4-hydroxyphenyl)heptadecanoyl-adenylate;', '19-(4-hydroxyphenyl)nonadecanoate [CPD:C21448];', '19-(4-hydroxyphenyl)nonadecanoyl-adenylate']","['AMP [CPD:C00020];', 'diphosphate [CPD:C00013];', '17-(4-hydroxyphenyl)heptadecanoyl-[(phenol)carboxyphthiodiolenone synthase];', '17-(4-hydroxyphenyl)heptadecanoyl-adenylate;', '19-(4-hydroxyphenyl)nonadecanoyl-[(phenol)carboxyphthiodiolenone synthase];', '19-(4-hydroxyphenyl)nonadecanoyl-adenylate']",0,0,0
"long-chain-aldehyde,FMNH2:oxygen oxidoreductase (1-hydroxylating, luminescing)","['(E)-dec-2-enal', '(E)-dodec-2-enal', '(E)-oct-2-enal', '(E)-tetradec-2-enal', '4-N,N-(dimethyl)aminonaphthalene-9-N-(11-aldehydedodecyl)-1,8-dicarboximide', '4-N,N-(dimethyl)aminonaphthalene-9-N-(9-aldehyde-decyl)-1,8-dicarboximide', '4-N-(11-aldehyde-dodecyl)-7-N,N-dimethylsulfonic-2,1,3-benzoxadiazole', '4-N-(9-aldehyde-decyl)-7-N,N-dimethylsulfonic-2,1,3-benzoxadiazole', 'ATP', 'FMNH', 'FMNH-', 'FMNH2', 'FMNH2 [CPD:C01847];', 'O2', 'O2 [CPD:C00007]', 'RCHO', 'aldehyde', 'an aldehyde', 'beetle luciferin', 'coelenterazine', 'decanal', 'dodecanal', 'dodecyl aldehyde', 'e-', 'fatty aldehyde', 'hexachlorethane', 'long-chain aldehyde [CPD:C00609];', 'luciferin', 'more', 'myristic aldehyde', 'n-caprinaldehyde', 'n-decanal', 'nonanal', 'octanal', 'pentachlorethane', 'riboflavin', 'tetradecanal', 'undecanal']","['(2E)-oct-2-enoate', '(E)-dec-2-enoate', '(E)-dodec-2-enoate', '(E)-tetradec-2-enoate', '?', 'AMP', 'CO2', 'Cl-', 'FMN', 'FMN [CPD:C00061];', 'H2O', 'H2O [CPD:C00001];', 'H2O2', 'RCOOH', 'a carboxylate', 'coelenteramide', 'decanoate', 'decanoic acid', 'dodecanoate', 'dodecanoic acid', 'fatty acid', 'hn', 'hnu', 'hnu [CPD:C00205]', 'hv', 'light', 'long-chain fatty acid [CPD:C00638];', 'myristic acid', 'n-caprinoate', 'n-decanoate', 'nonanoate', 'octanoate', 'octanoic acid', 'oxyluciferin', 'tetrachlorethylene', 'tetradecanoate', 'trichlorethylene', 'undecanoate']",0,0,0
