ec,SYSNAME,SUBSTRATE,PRODUCT,bin,OxidativeHalf,ReductionHalf
1.3.99.17,quinoline:acceptor 2-oxidoreductase (hydroxylating),"[""(3-Methyl)-quinoline"", ""(3-methyl)-quinoline"", ""3-methylquinoline"", ""4-chloroquinoline"", ""4-hydroxyquinoline"", ""4-methylquinoline"", ""5-carboxyquinoline"", ""5-hydroxyquinoline"", ""6-hydroxyquinoline"", ""6-methylquinoline"", ""7-hydroxyquinoline"", ""8-chloroquinoline"", ""8-hydroxyquinoline"", ""8-methylquinoline"", ""H2O"", ""Quinoline"", ""acceptor"", ""iodonitrotetrazolium chloride"", ""isoquinoline"", ""more"", ""p-iodonitro-tetrazolium violet"", ""p-iodonitrotetrazolium violet"", ""pyrimidine"", ""pyrimidine-4-one"", ""quinazoline"", ""quinoline"", ""quinoxaline""]","[""(3-methyl-)2-oxo-1,2-dihydroquinoline"", ""2-oxo-1,2-dihydroquinoline"", ""2-oxoquinazoline"", ""2-oxoquinoxaline"", ""?"", ""isoquinolin-1-one"", ""isoquinoline-1-one"", ""pyrimidine-4-one"", ""reduced acceptor"", ""reduced iodonitrotetrazolium chloride"", ""reduced p-iodomitro-tetrazolium violet"", ""reduced p-iodonitro-tetrazolium violet"", ""reduced p-iodonitrotetrazolium violet""]",0,0,0
1.3.99.18,quinoline-2-carboxylate:acceptor 4-oxidoreductase (hydroxylating),"[""Quinaldate"", ""acceptor"", ""nicotinic acid"", ""quinaldate"", ""quinoline 8-carboxylic acid"", ""reduced acceptor""]","[""6-hydroxynicotinic acid"", ""?"", ""kynurenate"", ""reduced acceptor""]",0,0,0
1.3.99.19,quinoline-4-carboxylate:acceptor 2-oxidoreductase (hydroxylating),"[""4-chloroquinoline"", ""4-methylquinoline"", ""acceptor"", ""quinoline"", ""quinoline-4-carboxylate""]","[""2-oxo-1,2-dihydroquinoline-4-carboxylic acid"", ""?"", ""reduced acceptor""]",0,0,0
1.3.99.23,"all-trans-13,14-dihydroretinol:acceptor 13,14-oxidoreductase","[""(R)-all-trans-13,14-dihydroretinol"", ""acceptor"", ""all-trans-13,14-didehydroretinol"", ""all-trans-13,14-dihydroretinol"", ""all-trans-3,4-didehydroretinol"", ""all-trans-7,8-dihydroretinol"", ""all-trans-retinol"", ""reduced acceptor""]","[""acceptor"", ""all-trans-13,14-dihydro-3,4-didehydroretinol"", ""all-trans-13,14-dihydroretinol"", ""all-trans-7,8-dihydro-3,4-didehydroretinol"", ""all-trans-7,8-dihydroretinol"", ""all-trans-retinol"", ""reduced acceptor""]",0,0,0
1.3.99.24,(2S)-2-amino-4-deoxychorismate:FMN oxidoreductase,"[""2-amino-2-deoxyisochorismate"", ""FMN""]","[""3-enolpyruvoylanthranilate"", ""FMNH2""]",0,0,0
1.3.99.27,"1-hydroxy-1,2-dihydrolycopene:acceptor oxidoreductase","[""1'-hydroxy-gamma-carotene"", ""1,1'-dihydroxy-3,4-didehydrolycopene"", ""1,1'-dihydroxyneurosporene"", ""1-hydroxy-1,2-dihydrorhodopin"", ""1-hydroxy-3',4'-didehydrolycopene"", ""1-hydroxy-3,4-didehydrolycopene"", ""1-hydroxy-zeta-carotene"", ""1-hydroxylycopene"", ""1-hydroxyneurosporene"", ""1-methoxy-1'-hydroxy-3,4-didehydrolycopene"", ""acceptor"", ""more""]","[""1'-hydroxy-1-demethylspheroidene"", ""1'-hydroxytorulene"", ""1,1'-dihydroxy-3,4,3',4'-tetradehydrolycopene"", ""1-demethylspheroidene"", ""1-hydroxy-3,4,3',4'-tetradehydrolycopene"", ""1-hydroxy-3,4-didehydro-1,2-dihydrorhodopin"", ""1-hydroxy-3,4-didehydro-zeta-carotene"", ""1-hydroxy-3,4-didehydrolycopene"", ""1-methoxy-1'-hydroxy-3,4,3',4'-tetradehydrolycopene"", ""?"", ""demethylspheroidene"", ""reduced acceptor""]",0,0,0
1.3.99.28,15-cis-phytoene:acceptor oxidoreductase (neurosporene-forming),"[""1,2-epoxyphytoene"", ""15-cis-phytoene"", ""2 acceptor"", ""3 acceptor"", ""FAD"", ""acceptor"", ""all-trans-neurosporene"", ""all-trans-phytofluene"", ""all-trans-zeta-carotene"", ""more"", ""phytoene""]","[""1,2-epoxyneurosporene"", ""2 reduced acceptor"", ""3 reduced acceptor"", ""?"", ""FADH2"", ""all-trans-neurosporene"", ""all-trans-phytofluene"", ""all-trans-zeta-carotene"", ""lycopene"", ""neurosporene"", ""reduced acceptor""]",0,0,0
1.3.99.31,15-cis-phytoene:acceptor oxidoreductase (lycopene-forming),"[""15-cis-phytoene"", ""2 acceptor"", ""3 acceptor"", ""4 acceptor"", ""FAD"", ""acceptor"", ""all-trans-neurosporene"", ""all-trans-phytofluene"", ""all-trans-zeta-carotene"", ""more""]","[""2 reduced acceptor"", ""3 reduced acceptor"", ""4 reduced acceptor"", ""?"", ""FADH2"", ""all-trans-lycopene"", ""all-trans-neurosporene"", ""all-trans-phytofluene"", ""all-trans-zeta-carotene"", ""reduced 4 acceptor"", ""reduced acceptor""]",0,0,0
1.3.99.32,"glutaryl-CoA:acceptor 2,3-oxidoreductase (non-decarboxylating)","[""FAD"", ""glutaryl-CoA"", ""more""]","[""?"", ""FADH2"", ""glutaconyl-CoA""]",0,0,0
1.3.99.33,dihydrourocanate:acceptor oxidoreductase,"[""H+"", ""more"", ""reduced methyl viologen"", ""urocanate""]","[""?"", ""dihydrourocanate"", ""methyl viologen""]",0,0,0
1.3.99.37,"dihydroisopentenyldehydrorhodopin:acceptor 3,4-oxidoreductase","[""1,1'-dihydroxy-3,4-didehydrolycopene"", ""1,1'-dihydroxyneurosporene"", ""1-hydroxy-3',4'-didehydrolycopene"", ""1-hydroxy-neurosporene"", ""1-hydroxylycopene"", ""1-methoxy-1'-hydroxy-3,4-didehydrolycopene"", ""3,4-didehydrorhodopin"", ""acceptor"", ""anhydrorhodovibrin"", ""dihydrobisanhydrobacterioruberin"", ""dihydroisopentenyldehydrorhodopin"", ""more"", ""rhodopin"", ""rhodovibrin""]","[""1'-hydroxy-3,4,3',4'-tetradehydrolycopene"", ""1'-hydroxydemethylspheroidene"", ""1,1'-dihydroxy-3,4,3',4'-tetradehydrolycopene"", ""1-hydroxy-3,4-didehydrolycopene"", ""1-methoxy-1'-hydroxy-3,4,3',4'-tetradehydrolycopene"", ""3',4'-didehydroanhydrorhodovibrin"", ""3,4,3',4'-tetradehydrorhodopin"", ""3,4-didehydrorhodopin"", ""?"", ""bisanhydrobacterioruberin"", ""demethylspheroidene"", ""isopentenyldehydrorhodopin"", ""monodemethylated spirilloxanthin"", ""reduced acceptor""]",0,0,0
1.3.99.38,menaquinone-9 oxidoreductase (beta-dihydromenaquinone-9-forming),"[""menaquinone-9"", ""reduced acceptor""]","[""acceptor"", ""beta-dihydromenaquinone-9""]",0,0,0
1.3.99.4,3-oxosteroid:acceptor DELTA1-oxidoreductase,"[""(5alpha,17beta)-17-hydroxyandrostan-3-one"", ""11-deoxy-17alpha-hydroxycorticosterone"", ""11alpha-hydroxy-testosterone"", ""11alpha-hydroxyprogesterone"", ""11beta-cortisol"", ""11beta-hydroxy-4-androstene-3,17-dione"", ""11beta-hydroxytestosterone"", ""17alpha-hydroxy-progesterone"", ""17alpha-methyltestosterone"", ""19-nor-4-androstene-3,17-dione"", ""19-nortestosterone"", ""19alpha-hydroxy-4-androstene-3,17-dione"", ""2,6-dichlorophenol-indophenol"", ""23,24-bis-nor-5alpha-cholestan-3-one acid"", ""3-oxo-5beta-cholan-24-oic acid"", ""3-oxosteroid"", ""4-androstene-17beta-ol-3-one"", ""4-androstene-3,11,17-trione"", ""4-androstene-3,17-dione"", ""4-pregnen-3-one-20beta-carboxylic acid"", ""4-pregnene-3,20-dione"", ""5alpha-androst-1-en-3-one"", ""5alpha-androstan-3-one-17beta-ol"", ""5alpha-androstane-17beta-ol-3-one"", ""5alpha-androstane-3,17-dione"", ""5alpha-pregnane-3,20-dione"", ""5beta-androstan-3,17-dione"", ""9alpha-hydroxy-4-androstene-3,17-dione"", ""FAD"", ""acceptor"", ""androsterone"", ""cholesterol"", ""corticosterone"", ""cortisol"", ""cortisone"", ""deoxycorticosterone"", ""hydrocorticosterone"", ""more"", ""phenazine methosulfate"", ""progesterone"", ""testololactone"", ""testosterone""]","[""(11beta)-11,17,21-trihydroxypregna-1,4-diene-3,20-dione"", ""(5alpha,17beta)-17-hydroxyandrost-1-en-3-one"", ""1,4-androstadiene-17beta-ol-3-one"", ""1,4-androstadiene-3,17-dione"", ""1,4-androstene-3,11,17-trione"", ""1,4-androstene-3,17-dione"", ""1,4-pregnadiene-21-ol-3,20-dione"", ""1,4-pregnene-11beta,17alpha,21-triol-3,20-dione"", ""1,4-pregnene-17alpha,21-diol-3,11,20-trione"", ""1,4-pregnene-17alpha,21-diol-3,20-dione"", ""1,4-pregnene-17alpha-ol-3,20-dione"", ""1,4-pregnene-21-ol-3,20-dione"", ""1,4-pregnene-3,20 dione"", ""11alpha,17beta-dihydroxyandrost-1,4-diene-3-one"", ""11alpha-hydroxy-1,4-pregnene-3,20-dione"", ""11beta,17beta-dihydroxyandrost-1,4-diene-3-one"", ""11beta-hydroxy-1,4-androstene-3,17-dione"", ""17,21-dihydroxypregna-1,4-diene-3,20-dione"", ""17alpha-methylandrost-1,4-diene-3-one"", ""17beta-hydroxy-1,4-estrene-3-one"", ""17beta-hydroxyandrost-1,4-diene-3-one"", ""19-nor-1,4-androstene-3,17-dione"", ""19alpha-hydroxy-androst-1,4-diene-3,17-dione"", ""3-alpha-hydroxy-1-androstene-17-one"", ""3-oxo-DELTA1-steroid"", ""5alpha-androst-1-ene-17beta-ol-3-one"", ""5alpha-androstan-3-one"", ""5alpha-pregn-1-en-3,20-dione"", ""5beta-androst-1-en-3,17-dione"", ""9alpha-hydroxy-1,4-androstadiene 3,17-dione"", ""9alpha-hydroxy-1,4-androstadiene-3,17-dione"", ""9alpha-hydroxy-androst-1,4-diene-3,17-dione"", ""9alpha-hydroxyandrost-1,4-diene-3,17-dione"", ""?"", ""D-homo-17alpha-oxoandrosta-1,4-diene-3,17-one"", ""FADH2"", ""prednisolone"", ""pregna-1,4-dien-3-one-20beta-carboxylic acid"", ""pregna-1,4-diene"", ""pregna-1,4-diene-3,20-dione"", ""reduced 2,6-dichlorophenol-indophenol"", ""reduced acceptor"", ""reduced phenazine methosulfate""]",0,0,0
1.3.99.5,3-oxo-5alpha-steroid:acceptor DELTA4-oxidoreductase,"[""(5alpha)-androst-1-en-3,17-dione"", ""1-androstene-3,17-dione"", ""1-estrene-3,17-dione"", ""5alpha-1-androsten-3,17-dione"", ""5alpha-dihydrotestosterone"", ""5alpha-pregn-3,20-dione"", ""H+"", ""NADP+"", ""NADPH"", ""acceptor"", ""deoxycorticosterone"", ""dihydrotestosterone"", ""more"", ""oxidized dichlorophenolindophenol"", ""phenazine methosulfate"", ""progesterone"", ""reduced acceptor"", ""testosterone""]","[""1,4-androstadiene-3,17-dione"", ""1,4-estradiene-3,17-dione"", ""21-hydroxy-5alpha-pregnan-3,20-dione"", ""5alpha-dihydrotestosterone"", ""5alpha-pregnan-3,20-dione"", ""?"", ""H+"", ""NADP+"", ""NADPH"", ""acceptor"", ""dihydrotestosterone"", ""pregnane-3,20-dione"", ""progesterone"", ""reduced acceptor"", ""reduced dichlorophenolindophenol"", ""reduced phenazine methosulfate"", ""reduced reduced acceptor"", ""testosterone""]",0,0,0
1.3.99.6,3-oxo-5beta-steroid:acceptor DELTA4-oxidoreductase,"[""17beta-hydroxy-5beta-androstan-3-one"", ""21-hydroxy-5beta-pregnan-3,20-dione"", ""3,12-dioxo-5beta-cholan-24-oic acid"", ""3,12-dioxo-5beta-cholan-24-oic acid methyl ester"", ""3-oxo-5beta-24-cholan-oic acid"", ""3-oxo-5beta-cholan-24-oic acid"", ""4-pregnen-3,20-dione"", ""5beta-androst-3,17-dione"", ""5beta-androstan-3,17-dione"", ""5beta-androstane-3,17-dione"", ""5beta-pregnan-3,20-dione"", ""H+"", ""NADH"", ""NADPH"", ""acceptor"", ""menaphthone"", ""more"", ""phenazine methosulfate"", ""progesterone"", ""testosterone""]","[""17beta-hydroxy-5beta-androstan-3-one"", ""21-hydroxy-pregn-4-en-3,20-dione"", ""3,12-dioxo-4-cholen-24 oic acid methyl ester"", ""3,12-dioxo-4-cholen-24-oic acid"", ""3-oxo-4-cholen-24-oic acid"", ""4-androsten-3,17-dione"", ""4-pregnen-3,20-dione"", ""5beta-pregnan-3,20-dione"", ""5beta-pregnane-3,20-dione"", ""?"", ""NAD+"", ""NADP+"", ""androst-1,4-dien-3,17-dione"", ""androst-4-en-3,17-dione"", ""reduced acceptor"", ""reduced menaphthone"", ""reduced menazine methosulfate"", ""reduced phenazine methosulfate"", ""reduced phenazine methosulphate"", ""testosterone""]",0,0,0
1.3.99.8,2-furoyl-CoA:acceptor 5-oxidoreductase (hydroxylating),"[""2-furoyl-CoA"", ""H2O"", ""acceptor""]","[""S-(5-hydroxy-2-furoyl)-CoA"", ""reduced acceptor""]",0,0,0
1.3.99.B2,"citronellyl-CoA:acceptor 2,3-oxidoreductase","[""2,6-dichlorophenolindophenol"", ""citronellyl-CoA"", ""more"", ""octanoyl-CoA""]","[""?"", ""cis-geranyl-CoA"", ""reduced 2,6-dichlorophenolindophenol""]",0,0,0
1.4.1.13,L-glutamate:NADP+ oxidoreductase (transaminating),"[""2-oxoglutarate"", ""H+"", ""H2O"", ""L-glutamate"", ""L-glutamine"", ""NADP+"", ""NADPH"", ""NH3"", ""metronidazole"", ""more""]","[""2-oxoglutarate"", ""?"", ""H+"", ""H2O"", ""L-glutamate"", ""NADP+"", ""NADPH"", ""NH3""]",0,0,0
1.4.1.14,L-glutamate:NAD+ oxidoreductase (transaminating),"[""2 L-glutamate"", ""2-oxoglutarate"", ""H+"", ""L-glutamine"", ""NAD+"", ""NADH"", ""more"", ""reduced form of 3-acetylpyridine adenine dinucleotide""]","[""2-oxoglutarate"", ""?"", ""H+"", ""L-glutamate"", ""L-glutamine"", ""NAD+"", ""NADH"", ""glutamate"", ""oxidized form of 3-acetylpyridine adenine dinucleotide""]",0,0,0
1.4.1.5,L-amino-acid:NAD+ oxidoreductase (deaminating),"[""H2O"", ""L-Amino acid"", ""L-Lysine"", ""L-alanine"", ""L-arginine"", ""L-cysteine"", ""L-glutamate"", ""L-glutamine"", ""L-histidine"", ""L-isoleucine"", ""L-leucine"", ""L-methionine"", ""L-ornithine"", ""L-phenylalanine"", ""L-proline"", ""L-serine"", ""L-threonine"", ""L-tryptophan"", ""L-tyrosine"", ""L-valine"", ""NAD+"", ""glycine"", ""more""]","[""(4-hydroxyphenyl)pyruvate"", ""(4-methylsulfanyl)-2-oxobutanoate"", ""2-Oxo acid"", ""2-oxoglutaramate"", ""2-oxoglutarate"", ""3-(1H-imidazol-4-yl)-2-oxopropanoate"", ""3-(1H-indol-3-yl)-2-oxopropanoate"", ""3-hydroxy-2-oxopropanoate"", ""3-mercapto-2-oxopropanoate"", ""3-methyl-2-oxobutanoate"", ""3-methyl-2-oxopentanoate"", ""?"", ""NADH"", ""NH3"", ""phenylpyruvate""]",0,0,0
1.4.3.1,D-aspartate:oxygen oxidoreductase (deaminating),"[""+ H2O"", ""3 meso-2,3-diaminosuccinate"", ""D-Asn"", ""D-Asp"", ""D-Gln"", ""D-Glu"", ""D-His"", ""D-Leu"", ""D-Met"", ""D-Phe"", ""D-Pro"", ""D-alanine"", ""D-alpha-aminoadipic acid"", ""D-aminoadipate"", ""D-arginine"", ""D-asparagine"", ""D-aspartate"", ""D-aspartate dimethylester"", ""D-aspartic acid-beta-hydroxamate"", ""D-glutamate"", ""D-glutamine"", ""D-homocysteic acid"", ""D-hydroxyglutarate"", ""D-methionine"", ""D-proline"", ""D-thiazolidine-2-carboxylate"", ""DL-2-amino-3-phosphonopropanoic acid"", ""DL-cysteic acid"", ""H2O"", ""L-asparagine"", ""L-glutamine"", ""N-acetyl-DL-aspartate"", ""N-methyl-D-Asp"", ""N-methyl-D-Glu"", ""N-methyl-D-aspartate"", ""N-methyl-L-Asp"", ""N-methyl-L-asparagine"", ""N-methyl-L-aspartate"", ""O2"", ""cis-2,3-piperidine dicarboxylic acid"", ""cis-2,3-piperidinedicarboxylate"", ""glycyl-D-aspartic acid"", ""meso-2,3-diaminosuccinate"", ""more""]","[""(ethylthio)oxoacetic acid"", ""2 NH3"", ""2-oxo-3-phosphonopropanoic acid"", ""2-oxo-3-sulfopropionic acid"", ""2-oxo-4-mercapto-butanoate"", ""2-oxo-4-sulfobutanoic acid"", ""2-oxoadipic acid"", ""2-oxoglutarate"", ""2-oxoglutaric acid"", ""2-oxopentanoic acid"", ""2-oxosuccinamic acid"", ""3-(1H-imidazol-4-yl)-2-oxopropanoic acid"", ""4 H2O"", ""4-(hydroxyamino)-2,4-dioxobutanoic acid"", ""4-(methylsulfonyl)-2-oxobutanoate"", ""4-(methylsulfonyl)-2-oxobutanoic acid"", ""?"", ""CH3NH2"", ""H2O2"", ""NH3"", ""acetylamine"", ""methylamine"", ""oxaloacetate"", ""oxaloacetic acid dimethylester"", ""pyrazine 2,5-dicarboxylic acid"", ""pyrazine 2,6-dicarboxylic acid""]",0,0,0
1.4.3.10,putrescine:oxygen oxidoreductase (deaminating),"[""1,3-diaminopropane"", ""1,6-diaminohexane"", ""1,7-diaminoheptane"", ""2-hydroxyputrescine"", ""4-amino-1-butanol"", ""H2O"", ""L-ornithine"", ""N-acetylputrescine"", ""N1-acetylspermidine"", ""N8-acetylspermidine"", ""O2"", ""benzylamine"", ""cadaverine"", ""ethylamine"", ""histamine"", ""more"", ""putrescine"", ""spermidine"", ""spermine"", ""tryptamine"", ""tyramine""]","[""(4-hydroxyphenyl)acetaldehyde"", ""1,3-diaminopropane"", ""1H-imidazol-4-ylacetaldehyde"", ""1H-indol-3-yl-acetaldehyde"", ""3-aminopropanal"", ""4-aminobutanal"", ""4-aminobutyraldehyde"", ""4-hydroxybutanal"", ""5-aminopentanal"", ""6-aminohexanal"", ""?"", ""H2O2"", ""N,N'-bis(3-aminopropyl)-4-aminobutanal"", ""N4-acetylaminobutanal"", ""NH3"", ""benzaldehyde""]",0,0,0
1.4.3.11,L-glutamate:oxygen oxidoreductase (deaminating),"[""4-benzyl-L-glutamate"", ""H2O"", ""L-Asp"", ""L-Gln"", ""L-His"", ""L-Tyr"", ""L-alanine"", ""L-aspartate"", ""L-glutamate"", ""L-glutamine"", ""O2"", ""more""]","[""2-oxo-3-(1H-imidazol-4yl)-propionic acid"", ""2-oxoglutaramate"", ""2-oxoglutarate"", ""2-oxoglutaric acid 5-amide"", ""2-oxosuccinamic acid"", ""3-(4-hydroxyphenyl)-2-oxopropionic acid"", ""4-benzyl-2-oxoglutarate"", ""?"", ""H2O2"", ""NH3""]",0,0,0
1.4.3.12,cyclohexylamine:oxygen oxidoreductase (deaminating),"[""(1R)-1-(4-chlorophenyl)ethan-1-amine"", ""(1R)-1-phenylethan-1-amine"", ""(1S)-1-(4-chlorophenyl)ethan-1-amine"", ""(1S)-1-phenylethan-1-amine"", ""(1S)-1-phenylpropan-1-amine"", ""(2R)-heptan-2-amine"", ""(2S)-heptan-2-amine"", ""(R)-1-(4-chlorophenyl)ethylamine"", ""(R)-1-(4-fluorophenyl)ethanamine"", ""(R)-1-aminotetraline"", ""(R)-2-heptylamine"", ""(S)-1-(4-chlorophenyl)ethylamine"", ""(S)-1-(4-fluorophenyl)ethanamine"", ""(S)-1-aminoindan"", ""(S)-1-aminotetraline"", ""(S)-1-p-tolylethanamine"", ""(S)-1-phenylethanamine"", ""(S)-1-phenylethylamine"", ""(S)-1-phenylpropan-1-amine"", ""(S)-2-aminohexane"", ""(S)-2-heptylamine"", ""(S)-N-benzyl-1-phenylethylamine"", ""(S)-alpha-methylbenzylamine"", ""1,2,3,4-tetrahydro-2-naphthylamine"", ""1,2-cyclohexanediamine"", ""1-(4-chlorophenyl)ethanamine"", ""1-(4-fluorophenyl)ethanamine"", ""1-(4-methylphenyl)ethanamine"", ""1-(4-methylphenyl)methanamine"", ""1-(naphthalen-1-yl)ethanamine"", ""1-indanamine"", ""1-phenylethanamine"", ""2-amino-4-phenylbutane"", ""2-amino-5-methylhexane"", ""2-aminocyclohexanol"", ""2-aminoheptane"", ""2-aminonorbornane"", ""2-aminopentane"", ""2-ethyl-1-hexylamine"", ""2-heptylamine"", ""2-methyl-1,2,3,4-tetrahydroquinoline"", ""2-methylcyclohexanamine"", ""2-methylpropan-1-amine"", ""3-phenylpropan-1-amine"", ""4-methylbenzylamine"", ""4-methylcyclohexylamine"", ""4-methylpiperidine"", ""4-phenylbutan-2-amine"", ""5-methylhexan-2-amine"", ""6-amino-2-methylheptan-2-ol"", ""H2O"", ""N-methylcyclohexanamine"", ""N-methylcyclohexylamine"", ""O2"", ""benzylamine"", ""bicyclo[2.2.1]heptan-2-amine"", ""butan-2-amine"", ""cycloheptanamine"", ""cycloheptylamine"", ""cyclohexylamine"", ""cyclooctanamine"", ""cyclopentylamine"", ""hexan-1-amine"", ""more"", ""secondary butylamine"", ""trans-2-aminocyclohexanol""]","[""(R)-2-methyl-1,2,3,4-tetrahydroquinoline"", ""1-(4-chlorophenyl)ethanone"", ""1-(4-fluorophenyl)ethanone"", ""1-(4-methylphenyl)ethanone"", ""1-indanone"", ""1-phenylacetaldehyde"", ""1-phenylethanone"", ""1-phenylpropan-1-one"", ""1-phenylpropionaldehyde"", ""2-ethylhexanaldehyde"", ""2-methylcyclohexanone"", ""4-methylbenzaldehyde"", ""4-phenylbutan-2-one"", ""5-methylhexane-2-one"", ""?"", ""H2O2"", ""NH3"", ""benzaldehyde"", ""butanone"", ""cycloheptanone"", ""cyclohexaneamine"", ""cyclohexanone"", ""cyclooctanone"", ""cyclopentanone"", ""heptan-2-one"", ""hexan-2-one"", ""methylamine"", ""pentan-2-one"", ""tetralone""]",0,0,0
1.4.3.14,L-lysine:oxygen 2-oxidoreductase (deaminating),"[""2,6-diaminopimelate"", ""5-hydroxy-DL-lysine"", ""?"", ""H2O"", ""L-arginine"", ""L-histidine"", ""L-leucine"", ""L-lysine"", ""L-ornithine"", ""L-phenylalanine"", ""L-tyrosine"", ""O2"", ""more"", ""semicarbazide""]","[""3-(1H-imidazol-4-yl)-2-oxopropanoate"", ""3-(4-hydroxyphenyl)pyruvate"", ""4-hydroxyphenylpyruvate"", ""4-methyl-2-oxopentanoate"", ""5-amino-2-oxopentanoate"", ""5-amino-2-oxopentanoic acid"", ""5-carbamidamido-2-oxopentanoate"", ""5-carbamidino-2-oxopentanoate"", ""5-guanidino-2-oxopentanoate"", ""6-amino-2-oxohexanoate"", ""6-amino-5-hydroxy-2-oxohexanoate"", ""?"", ""H2O2"", ""NH3"", ""phenylpyruvate""]",0,0,0
1.4.3.15,D-glutamate(D-aspartate):oxygen oxidoreductase (deaminating),"[""D-aspartic acid"", ""D-glutamic acid"", ""H2O"", ""O2"", ""more""]","[""2-oxoglutarate"", ""?"", ""H2O2"", ""NH3"", ""oxaloacetate""]",0,0,0
1.4.3.16,L-aspartate:oxygen oxidoreductase,"[""3-hydroxy-erythro-L-aspartate"", ""DL-aspartate"", ""H2O"", ""L-asparagine"", ""L-aspartate"", ""L-glutamate"", ""N-acetyl-L-aspartate"", ""N-formyl-L-aspartate"", ""O2"", ""fumarate"", ""more""]","[""2-amino-3-hydroxy-2-butenedioic acid"", ""2-oxopentanedioate"", ""4-amino-2,4-dioxobutanoate"", ""4-amino-2-imino-4-oxobutanoate"", ""?"", ""H2O2"", ""NH3"", ""alpha-iminosuccinate"", ""iminosuccinate"", ""oxaloacetate"", ""succinate""]",0,0,0
1.4.3.19,glycine:oxygen oxidoreductase (deaminating),"[""2-iminoacetate"", ""D-2-aminobutyrate"", ""D-4-hydroxyphenylglycine"", ""D-Ala"", ""D-Arg"", ""D-His"", ""D-Ile"", ""D-Leu"", ""D-Pro"", ""D-Val"", ""D-alanine"", ""D-aminobutanoate"", ""D-arginine"", ""D-aspartate"", ""D-glutamate"", ""D-lysine"", ""D-methionine"", ""D-norvaline"", ""D-phenylalanine"", ""D-pipecolate"", ""D-proline"", ""D-valine"", ""H2O"", ""N-ethylglycine"", ""N-methyl-D-Ala"", ""O2"", ""cephalosporin C"", ""cyclopropylglycine"", ""glycine"", ""glycine ethyl ester"", ""glycine-ethyl-ester"", ""glycylglycine"", ""glyphosate"", ""more"", ""sarcosine""]","[""2-iminoacetate"", ""2-oxobutyrate"", ""2-oxopentanoic acid"", ""3-methyl-2-oxobutanoate"", ""3-methyl-2-oxobutanoic acid"", ""3-methyl-2-oxopentanoate"", ""4-(methylsulfanyl)-2-oxobutanoic acid"", ""4-methyl-2-oxopentanoate"", ""?"", ""H2O2"", ""NH3"", ""aminomethylphosphonic acid"", ""ethylamine"", ""glyoxylate"", ""methylamine"", ""phenylpyruvate"", ""pyruvate""]",0,0,0
